"","Count","Kingdom","Phylum","Class","Order","Family","Genus","Species","name","module","connectivity","participation","role","Compartment","Rootstock"
"Otu00225","984","k__Fungi","p__Zygomycota","c__Zygomycota_class_Incertae_sedis","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_ambigua","Otu00225",15,-0.457905469889625,0.5,"Peripheral","Rhizosphere","Nongraft"
"Otu00325","490","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Septoglomus","s__Septoglomus_viscosum","Otu00325",15,0,0,"Peripheral","Rhizosphere","Nongraft"
"Otu00513","227","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Microascales","f__Microascaceae","g__Scedosporium","s__Scedosporium_minutispora","Otu00513",15,0,0,"Peripheral","Rhizosphere","Nongraft"
"Otu00170","1519","k__Fungi","p__Zygomycota","c__Zygomycota_class_Incertae_sedis","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_amoeboidea","Otu00170",15,0.915810939779251,0,"Peripheral","Rhizosphere","Nongraft"
"Otu00048","6291","k__Fungi","p__Zygomycota","c__Zygomycota_class_Incertae_sedis","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_indohii","Otu00048",15,3.20533828922738,0,"Peripheral Hub","Rhizosphere","Nongraft"
"Otu00628","150","k__Fungi","p__Basidiomycota","c__Agaricomycetes","c__Agaricomycetes_unclassified","c__Agaricomycetes_unclassified","c__Agaricomycetes_unclassified",NA,"Otu00628",16,-1.76886833431321,0.5,"Peripheral","Rhizosphere","Nongraft"
"Otu01074","52","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu01074",16,-1.35487787309097,0,"Peripheral","Rhizosphere","Nongraft"
"Otu00169","1544","k__Fungi","p__Basidiomycota","c__Agaricomycetes","c__Agaricomycetes_unclassified","c__Agaricomycetes_unclassified","c__Agaricomycetes_unclassified",NA,"Otu00169",16,-1.35487787309097,0.444444444444444,"Peripheral","Rhizosphere","Nongraft"
"Otu00242","880","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus","s__Rhizophagus_fasciculatus","Otu00242",16,-0.112906489424247,0,"Peripheral","Rhizosphere","Nongraft"
"Otu00250","826","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Bipolaris","s__Bipolaris_microstegii","Otu00250",16,-0.112906489424247,0.277777777777778,"Peripheral","Rhizosphere","Nongraft"
"Otu00130","1997","k__Fungi","p__Zygomycota","c__Zygomycota_class_Incertae_sedis","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_ambigua","Otu00130",16,0.301083971797992,0,"Peripheral","Rhizosphere","Nongraft"
"Otu00240","885","k__Fungi","p__Zygomycota","c__Zygomycota_class_Incertae_sedis","o__Kickxellales","f__Kickxellaceae","g__Ramicandelaber",NA,"Otu00240",16,0.715074433020232,0,"Peripheral","Rhizosphere","Nongraft"
"Otu00343","447","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Lachancea","s__Lachancea_thermotolerans","Otu00343",16,0.715074433020232,0,"Peripheral","Rhizosphere","Nongraft"
"Otu00433","299","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_family_Incertae_sedis","g__Candida","s__Candida_zeylanoides","Otu00433",16,0.715074433020232,0,"Peripheral","Rhizosphere","Nongraft"
"Otu00118","2230","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolales_family_Incertae_sedis","g__Sporobolomyces","s__Sporobolomyces_nylandii","Otu00118",16,1.12906489424247,0,"Peripheral","Rhizosphere","Nongraft"
"Otu00290","610","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Cryptococcus","s__Cryptococcus_terrestris","Otu00290",16,1.12906489424247,0,"Peripheral","Rhizosphere","Nongraft"
"Otu00153","1752","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__unclassified_Tremellomycetes","f__unclassified_Tremellomycetes","g__unclassified_Tremellomycetes","s__Tremellomycetes_sp","Otu00153",0,-0.797641974130003,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu00335","457","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Clavicipitaceae","g__Pochonia","s__Pochonia_chlamydosporia","Otu00335",0,-0.797641974130003,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu00614","156","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00614",0,-0.797641974130003,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu00814","89","k__Fungi","p__Zygomycota","c__Zygomycota_class_Incertae_sedis","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_wolfii","Otu00814",0,-0.797641974130003,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu01322","34","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Stephanosporaceae","g__unclassified_Stephanosporaceae","s__Stephanosporaceae_sp","Otu01322",0,-0.797641974130003,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu000561","5670","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetaceae","g__Botryodontia","s__Botryodontia_millavensis","Otu00056",0,-0.475190963311491,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu001091","2476","k__Fungi","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified","k__Fungi_unclassified",NA,"Otu00109",0,-0.475190963311491,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu00201","1183","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Microascales","f__Microascaceae","f__Microascaceae_unclassified",NA,"Otu00201",0,-0.475190963311491,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu00248","837","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Phallales","f__Phallaceae","g__Phallus","s__Phallus_rugulosus","Otu00248",0,-0.475190963311491,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu00444","284","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Phallales","f__Phallaceae","g__Lysurus","s__Lysurus_cruciatus","Otu00444",0,-0.475190963311491,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu00646","143","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__Tomentella",NA,"Otu00646",0,-0.475190963311491,0,"Peripheral","Rhizosphere","Selfgraft"
"Otu01159","45","k__Fungi","p__Basidiomycota","c__Agaricomycetes","c__Agaricomycetes_unclassified","c__Agaricomycetes_unclassified","c__Agaricomycetes_unclassified",NA,"Otu01159",0,-0.475190963311491,0,"Peripheral","Rhizosphere","Selfgraft"
