OTU_id	F14RhizoFungi.2p.A2	F14RhizoFungi.2p.B1	F14RhizoFungi.2p.B5	F14RhizoFungi.2p.B6	F14RhizoFungi.2p.D4	F14RhizoFungi.H12	F14RhizoFungi.G8	F14RhizoFungi.G4	F14RhizoFungi.G2	F14RhizoFungi.G5	F15RhizoFungi.2p.A2	F15RhizoFungi.2p.B6	F15RhizoFungi.2p.C5	F15RhizoFungi.2p.C3	F15RhizoFungi.2p.D2	F15RhizoFungi.2p.C4	F15Group.Rhizo131	F15Group.Rhizo99	F15RhizoFungi.G3	F15RhizoFungi.G8
Otu00883	2	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu00884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0
Otu00885	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu00887	2	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0
Otu00888	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Otu00890	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	4	0	7
Otu00891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
Otu00893	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu00895	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu00899	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Otu00900	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0
Otu00902	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0
Otu00905	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	2	0	0
Otu00906	1	1	0	0	2	2	0	0	0	0	1	0	1	6	2	0	0	0	0	0
Otu00907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
Otu00909	0	13	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Otu00910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0
Otu00913	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
Otu00920	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
Otu00921	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	2
Otu00923	0	0	1	0	0	0	2	3	0	0	0	0	0	0	0	0	0	4	1	1
Otu00925	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0
Otu00926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Otu00930	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	2	0	1	0
Otu00931	0	0	1	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0
Otu00934	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
Otu00935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	10	17
Otu00936	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	2	0	0	0
Otu00939	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	4	7	0
Otu00941	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	5	0	1
Otu00942	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0
Otu00947	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0
Otu00948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0
Otu00949	0	0	1	0	0	0	1	1	4	0	2	0	0	0	0	0	0	0	1	0
Otu00954	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu00955	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
Otu00957	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0
Otu00966	2	1	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0
Otu00967	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	9	0	0	0	0
Otu00975	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	11	0	0	0	0
Otu00976	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu00984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
Otu00985	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0
Otu00986	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0
Otu00987	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu00988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
Otu00990	0	0	0	0	0	0	8	0	45	0	0	0	0	0	0	0	0	0	0	0
Otu00992	1	1	0	0	0	0	0	0	0	0	0	1	1	0	2	1	1	1	0	0
Otu00996	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Otu01000	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01001	0	0	0	0	2	1	1	2	0	1	2	0	0	0	0	1	0	0	0	0
Otu01002	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0
Otu01003	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01005	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	4	0
Otu01008	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	2	0	0	0	0
Otu01009	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
Otu01010	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01016	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu01019	0	0	0	2	0	0	0	1	0	1	3	0	0	1	0	0	0	0	0	0
Otu01021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	17	1
Otu01025	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01031	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
Otu01032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	24	0	0
Otu01033	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01034	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01035	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	21	0	0	0
Otu01036	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01040	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	2	0	0
Otu01041	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2
Otu01044	0	0	0	9	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
Otu01045	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0
Otu01046	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0	0	0	0
Otu01054	0	0	0	0	0	1	0	0	0	0	1	1	0	2	0	0	0	0	0	1
Otu01056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	13
Otu01061	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
Otu01063	2	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu01068	0	0	0	0	0	7	0	0	0	0	9	0	0	0	0	0	0	0	0	0
Otu01073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0
Otu01075	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
Otu01076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0
Otu01078	0	0	5	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0
Otu01079	0	0	0	0	0	0	0	0	0	0	8	1	1	4	2	0	0	0	0	0
Otu01083	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	1	0	0	0	0
Otu01084	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Otu01085	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0
Otu01093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
Otu01094	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Otu01096	0	0	0	13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu01097	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01099	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Otu01102	7	1	0	2	1	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0
Otu01106	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01112	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0
Otu01120	1	1	0	30	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu01122	0	0	2	0	0	2	1	0	0	0	1	0	0	0	0	9	0	0	0	0
Otu01123	2	0	0	0	0	0	0	0	0	0	0	3	0	1	2	1	1	0	0	0
Otu01126	0	0	0	0	5	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0
Otu01129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
Otu01132	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	17	0	0	0
Otu01133	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu01134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
Otu01135	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0
Otu01137	0	0	0	0	0	0	0	0	0	0	0	0	1	1	20	0	0	0	0	0
Otu01145	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01147	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0
Otu01150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
Otu01152	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Otu01155	0	10	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Otu01162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0
Otu01164	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Otu01166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
Otu01177	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
Otu01179	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01185	0	0	0	0	0	4	1	0	10	0	0	0	0	5	0	0	0	0	0	0
Otu01188	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	2	0
Otu01191	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0
Otu01192	0	0	2	0	0	4	0	0	0	0	0	0	0	10	0	0	0	0	0	0
Otu01193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0
Otu01197	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
Otu01198	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01199	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0
Otu01208	0	0	0	0	0	0	0	0	0	0	0	0	12	9	0	0	0	0	0	0
Otu01209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0
Otu01210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
Otu01211	0	0	0	1	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0
Otu01214	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
Otu01215	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
Otu01228	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu01231	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
Otu01232	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	3	0	0
Otu01234	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0
Otu01243	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
Otu01255	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0
Otu01257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
Otu01258	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0
Otu01262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
Otu01278	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	13	0	0	0	0
Otu01281	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0
Otu01288	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
Otu01289	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
Otu01293	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01295	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0
Otu01297	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
Otu01307	0	0	0	0	0	0	0	14	0	5	0	0	0	0	0	0	0	0	0	0
Otu01308	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Otu01310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	5
Otu01314	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01317	0	0	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	3
Otu01320	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1
Otu01321	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0
Otu01323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	11	0
Otu01326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
Otu01329	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0
Otu01338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
Otu01339	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	5	0
Otu01341	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
Otu01342	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0
Otu01344	0	1	1	0	0	0	0	0	1	1	1	0	0	0	5	0	0	0	0	0
Otu01346	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	1	0	0
Otu01349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	19
Otu01352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0
Otu01360	0	0	0	0	0	0	1	0	0	0	2	0	0	0	5	0	0	0	0	0
Otu01361	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Otu01368	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
Otu01370	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	3	0
Otu01373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Otu01382	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01390	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01397	0	7	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Otu01399	0	0	0	5	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01401	0	1	0	0	0	7	2	0	0	0	0	1	0	0	0	0	1	0	0	0
Otu01405	0	0	1	0	0	0	1	0	9	0	0	1	0	0	0	0	0	0	0	0
Otu01406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
Otu01421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
Otu01425	0	0	1	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0
Otu01433	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	1	0	0
Otu01435	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01436	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Otu01437	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
Otu01439	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
Otu01441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0
Otu01444	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0
Otu01446	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
Otu01451	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	6
Otu01455	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	2	0	0	0	0
Otu01458	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01462	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
Otu01463	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Otu01466	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0
Otu01481	2	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu01482	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Otu01491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
Otu01493	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2	0	0	0
Otu01498	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0
Otu01502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
Otu01503	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0
Otu01504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
Otu01510	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
Otu01511	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Otu01515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Otu01521	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
Otu01523	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0
Otu01527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
Otu01530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
Otu01539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
Otu01549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
Otu01554	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Otu01558	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01561	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01563	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
Otu01567	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0
Otu01569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Otu01577	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu01578	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Otu01579	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
Otu01582	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	2
Otu01584	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
Otu01585	1	1	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0
Otu01586	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1
Otu01587	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	23	0	0	0	0
Otu01590	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0	0
Otu01593	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0
Otu01598	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
Otu01599	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
Otu01604	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
Otu01605	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01606	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
Otu01607	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Otu01613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0
Otu01614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
Otu01616	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0
Otu01621	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0
Otu01624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
Otu01625	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0
Otu01627	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01629	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01632	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
Otu01635	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
Otu01639	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0
Otu01641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Otu01642	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	1
Otu01646	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Otu01649	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu01653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
Otu01662	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0
Otu01672	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0
Otu01675	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0
Otu01677	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
Otu01682	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
Otu01683	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0
Otu01684	0	0	0	0	0	0	0	0	0	0	0	0	4	7	0	0	0	0	0	0
Otu01685	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	2	0	0	0
Otu01686	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
Otu01691	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0
Otu01692	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
Otu01696	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01701	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	3	0	0	0	0
Otu01702	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
Otu01704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Otu01705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
Otu01706	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0
Otu01713	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01719	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0
Otu01724	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
Otu01725	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5	3	0	0	0	0
Otu01729	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0
Otu01731	0	1	0	0	0	0	2	3	1	0	0	0	0	0	0	0	1	0	0	0
Otu01733	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu01735	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0
Otu01742	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0
Otu01744	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01745	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
Otu01747	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu01749	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
Otu01751	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	2
Otu01753	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0
Otu01756	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01757	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0
Otu01765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
Otu01770	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01772	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu01780	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
Otu01781	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
Otu01784	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0
Otu01791	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Otu01792	0	0	0	0	0	0	0	0	0	0	16	0	0	2	0	0	0	0	0	0
Otu01793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Otu01796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0
Otu01806	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0
Otu01808	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
Otu01814	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0
